name,total_cost,central_share,state_share,planned_fhtc,parent_smtid,old_scheme_id,IMIS id
BILIMARA PWSS,3716500,3344800,371600,370,2111,31179,8221813
Bilotia PWSS,2620000,2240100,248900,185,1814,30686,8173652
BILPAR PWSS,3918000,3349900,372200,186,3730,31819,8233102
Bilpathar PWSS,1770000,1513400,168200,218,5164,31275,8235850
Binnakandi Aliacherra W.S.Scheme,4047000,3460000,384000,261,894,32777,
Binnakandi Grant P.W.S.Scheme,3906000,3340000,371000,404,1344,31971,
Binnakandi Pt.II PWSS,833000,712200,79100,316,7295,32931,
Binnakandi PWSS,4314000,3688000,410000,395,7205,32311,
BIRJHORA TE (12 NO. LINE) PWSS,759000,648900,72100,8,18355,29283,30006953
BIRPARA pwss (revised),5415000,4873500,541500,25,5572,30390,
BISCUIT PWSS,6179000,5561000,618000,296,2800,31385,6142708
Bishnupur PWSS,4475000,3826000,425000,271,7201,32651,
BISHPANI PWSS,4463100,4016800,446300,77,5877,30759,8203480
BITHUNG PWSS,112000,100800,11200,104,6137,32736,
Boalibasti P.W.S.Scheme,4427000,3984300,442700,228,721,31044,8156261
BODO GAON PWSS,3138400,2825000,314000,628,1945,31625,8176293
Bogajamin PWSS,1024000,875500,97300,0,1241,30403,
BOGAPANI PWSS,6223300,5600900,622300,104,1941,29369,8176305
Bogibosti,4350000,3719000,413000,0,1705,31012,5032959
BOGIDOL PWSS,2182100,1964100,218100,411,6428,32092,
Bogipung PWSS,1722400,1550000,172200,110,9793,33065,
Bogolijan PWSS,1288000,1101200,122400,266,1876,32428,8156181
Bogorijeng PWSS,4462200,4015900,446200,56,4797,29553,8223374
BOHA GANESH MANDIR PWSS,3800000,3420000,380000,253,8573,29799,3388900
BOISTOMPARA PWSS,3560000,3204000,356000,105,495,31115,8196972
BOKAPATHAR PWSS,6508000,5564000,618000,149,9193,32436,
Bokial PWSS,1900000,1710000,190000,130,5176,29487,
Boko PWSS (revised),4085000,3677000,409000,306,4989,31505,
BOKOLAI,3549200,3194300,354900,247,347,28136,
BOLAIKHAMAR PWSS,3014000,2713000,301000,195,644,31517,8196995
BOLDABOLDI WSS,3257000,2931000,326000,215,6779,32855,
BOLLAMJHORA PWSS,2222000,1900000,211000,356,6702,32230,
BONAI NAPAMUA PWSS,4435600,3992000,443600,320,4329,32696,
BONBHAGSOLMARI PWSS,6000000,5130000,570000,424,3732,31795,8233110
BONGAON PWSS,2525000,2159000,240000,292,6700,30005,8354321
BONPITHAGURI NORA GAON PWSS,3699000,3162600,351400,0,4185,31550,8202283
BONUA TONGIA,4878300,4621500,513500,222,338,28102,
BORAHI KACHARI PWSS,3218000,2751000,306000,0,9207,32600,
Borahi TE,4416000,3776000,420000,249,1148,32242,
BORAIBARI PWSS,4405000,3767000,418000,0,673,32508,
Borasali Bagisa WSS,6196000,5298000,589000,0,6063,32308,
Borbali PWSS,2000000,1710000,190000,226,7296,28138,5607230
Borbam PWSS,500000,427500,47500,178,1855,32537,
BORBHETA BENGALI PWSS,3372500,3035300,337300,278,5620,31978,
BORBHUYAN PWSS,779000,701100,77900,134,9832,33023,
BORBIL NO. 1 PWSS,3633600,3270200,363400,132,2190,29702,8176118
BORBIL NO. 2 PWSS,1626400,1463800,162600,800,2055,32603,
BORBIL PWSS,637000,544600,60500,0,5818,30746,8215295
Borbori PWSS,3671000,3304000,367000,180,3380,31196,8206044
BORCHALA PWSS,2599200,2339200,259900,205,3251,32685,8203771
BORCHAPORI ,3219600,2897600,322000,233,180,29501,
Borchapori Bagicha PWSS,302100,271900,30200,380,7002,33072,
BORDIKORAI NO. 1 PWSS (REVISED),2360200,2018000,224200,0,155,28308,8148125
BORDIKORAI NO. 2 PWSS (Revised),1799500,1538600,171000,25,156,31023,
BORDIRAK PWSS,3423800,3081400,342400,110,2052,30830,8177264
Bordoibam Amguri PWSS,598500,538700,59900,156,9765,32510,
BORDOLOI PATHER PWSS,3910000,3343000,371000,195,7776,30473,8359106
BORDOLONG PWSS,3038000,2597000,289000,500,7836,29529,8238407
Bordowa Chapori PWSS,3035000,2595000,288000,198,122,29653,
Borgaon PWSS,5670000,6515000,724000,165,1236,29879,8176440
BORGAON PWSS (revised),4559000,4130000,456000,143,5442,30424,
BORGAYAN NEW ,2689400,2420500,268900,452,4010,32091,
BORGHUGHULONI PWSS,2620000,2357200,261900,177,557,31496,8171742
BORGOLAI NO. 1 PWSS,2653000,2387700,265300,365,2191,19595,8175362
BORGURI BLOCK PWSS,5566300,5009800,556500,295,758,32609,
BORGURI PWSS (Retro Revised),1298600,1110300,123400,0,157,28969,8157739
Borhudumpur PWSS (Revised),1425000,1282500,142500,150,4427,28819,
BORIBANDHA PWSS,7901800,7111600,790200,296,2039,31915,8221186
Borigaon PWSS,3000000,2565000,285000,481,6093,31814,6527018
BORIGAON PWSS,4980300,4482300,498000,385,2221,29329,8199442
Borikadonga Pwss,4669000,3992000,443000,148,3970,30593,8202078
BORIPARA PWSS (revised),2000000,1710000,190000,240,178,31262,
Borjalenga Grant W.S.Scheme,3900000,3335000,371000,300,510,32766,
Borjalenga Pt.I & II P.W.S.Scheme,1000000,855000,95000,285,1735,32263,
Borjalenga Pt.XI (Derbey) P.W.S.Scheme,3956000,3382800,375900,183,1757,30761,8176778
BORJAN PWSS,1635000,1471000,163000,216,2272,31071,
BORJAN PWSS (T),3249000,2924100,324900,159,5082,32877,
Borjari Mazgaon PWSS,5322000,4550000,506000,129,4915,30311,
BORKACHARI,2603000,2342700,260300,38,354,29473,
Borkok PWSS,4821000,4122000,458000,0,970,30451,
Borkula Nagar 2 WSS,812000,694000,77000,0,5560,32548,
BORMESAI PWSS,5051200,4546000,505000,71,5251,30951,8230558
Bormula pwss (revised),1900000,1710000,190000,70,4551,30270,8225903
BORMURIA MALAH PWSS,313000,281000,32000,187,1140,32042,
BORNALANI PWSS,5510000,4959000,551000,292,7245,28884,4958876
Borni (New) PWSS (Revised),2251500,2026400,225200,140,4430,28824,6577558
BORNI NO. 2 PWSS,1140000,1026000,114000,100,223,29930,8316994
BORNI PWSS,3800000,3420000,380000,100,225,28821,
BORNIBREASE TE WSS,4760000,4284000,476000,274,3553,29970,8186668
BORO BINNYAKHATA PWSS,353000,302000,34000,183,635,32960,
BORO GORI  PWSS,1485000,1336000,149000,283,8769,32122,
Boro Langklam PWSS,2029300,1826400,202900,43,6384,30376,8223359
Boro Lobang PWSS,6238300,5614500,623800,145,6363,31502,8215189
BORO ROBI PWSS,470000,423000,47000,44,31347,31857,
BORO ROBI PWSS,494000,423000,47000,44,9260,31347,
BOROBADHA PWSS,622000,532000,59000,68,1423,31729,
Borobauri P.W.S.Scheme,4700000,4019000,447000,222,530,32192,
BOROBIL PWSS,909000,777000,86000,156,627,32930,
BOROMUNSI WSS,3586000,3228000,359000,155,5908,29467,8199199
BOROSHI BONDHA PWSS,4845000,484500,255000,0,6987,31899,5580126
BORPABHOJAN,2890800,2601700,289000,297,194,28139,
Borpara PWSS (revised),3800000,3420000,380000,301,2763,31827,
Borpather No1 PWSS,5887200,5298400,588700,259,5228,31784,8222011
Borpather PWSS,2924100,2631700,292400,97,5098,29600,8236590
BORPATRADOL PWSS,2197000,1977300,219700,413,1183,32484,
BORPAYEK NO.1 PWSS,1900000,1710000,190000,432,7232,28897,4650197
Borpukhuri,8917000,7624000,847000,133,1837,30486,8161156
Borshanjurai PWSS,4304000,3680000,409000,260,2983,32239,
BORSHIJHORA PWSS,1078000,922000,102000,353,7299,32164,
Borthal Grant P.W.S.Scheme,4200000,3591000,399000,300,1185,32744,
Borthal T.E P.w.s. sheme,3700000,3164000,352000,339,1168,32741,
Borthol Doloigaon Pwss,24443500,21999100,2444300,384,3075,19903,8224230
Borthol PWSS,2488000,2239000,249000,50,972,28016,8207163
BORTORONI PWSS,2646700,2382000,264700,261,5587,32679,
BORUA PUKHURI PWSS,5346400,5065000,562800,374,19,31451,8174909
Bosapothar Shyamgaon PWSS,3472300,3125000,347200,125,7176,28447,8226876
BOSASAYAK DIBRUAL,2649400,2384400,264900,309,636,31982,
BOSHGAON PWSS,1562000,1336000,148000,282,8762,30846,
BOSKOPARA PWSS,3084000,2776000,308000,85,334,29405,8197005
BOWALGURI PWSS,1056600,951000,105700,638,2703,32724,
BOWALIMARI VILLAGE PWSS,3080000,2633400,292600,0,6768,31699,
BOWPARA KOLBARI PWSS,4761400,4285300,476100,84,4960,31928,8235071
BRAHMANSASAN-II PWSS,6446700,5802000,644700,403,224,31821,8157640
BROJOPUR -I MINI,3379000,3041000,338000,75,8550,31665,
Budhbari PWSS,5220300,4698200,522000,255,6537,32885,
BUDHBORIA PWSS,3008700,2707800,300900,116,4212,32896,
Bujruk Manikpur PWSS,3472000,3125000,347000,176,3469,29406,8203579
BUNDASHIL PWSS,6714600,6043100,671500,190,3110,31177,8228719
Buragaon,3856000,3297000,366000,94,1786,30250,
BURAGAON PWSS,5410100,4625600,514000,110,3675,27636,8178895
Buragohain Khat PWSS,1200000,1026000,114000,193,5226,27554,8240136
Buragohainbari WSS,4216000,3605000,401000,245,6492,32441,
BURAJUNGTHUNG PWSS,9536000,8582000,953000,260,6203,30440,
Buralikson PWSS,3687900,3319100,368800,302,6645,28388,8223298
BURGAON NO.1 PWSS,5416900,4875200,541700,339,7240,32281,
BURICHATTAM PWSS,813000,695000,77000,233,1536,32937,
BURINAGAR PWSS,6501000,5558400,617600,557,1039,31953,8187222
Burungatoli PWSS,4239000,3624000,403000,148,4585,30280,8202680
BUTIKUR PWSS,950000,855000,95000,72,4143,32041,
Celabori PWSS,3730000,3189000,354000,137,3486,32052,8228342
CHABBISH HALI WSS,3257000,2931000,326000,217,3346,32074,8223451
CHABUKDHARA PWSS,1375600,1238000,137600,310,8554,28829,8233694
CHAGALMARBOND PWSS,4737000,4263000,474000,330,229,30734,8202082
CHAIBARI PWSS (REVISED),999600,854700,95000,0,165,28305,8148097
Chakarabasti PWSS,900000,769500,85500,0,988,32194,
CHAKARDOI PWSS (Revised),2850000,2565000,285000,335,185,29749,8203881
CHAKMA PWSS,699000,598000,66000,146,6738,33036,
CHAKRADHARA JERPAI,2509900,2258900,251000,206,351,29441,8184024
Chakrapani PWSS (Revised),3200000,2736000,304000,255,5475,28224,8235554
Chakumaku PWSS,2565000,2308500,256500,468,6992,28885,4651248
CHALAGAON PWSS (Revised),3570000,3052400,339200,10,3846,30985,8184539
CHALANTAPARA PART-IV   PWSS,400000,342000,38000,255,18579,30607,
CHALLA PWSS,5007000,4506000,501000,240,40,29407,8175227
CHAMARIA SATRA PWSS (Revised),5001000,4501000,500000,112,4435,28283,5440801
CHAMARKUCHI PWSS ,2648000,2264000,251600,141,4016,31994,5655531
Chamatiapara PWSS,795000,679700,75500,0,822,32205,
CHAMPABARI PWSS,3290000,2952000,338000,180,8579,29330,
Chamuapara PWSS,685000,585700,65100,0,2960,32684,
CHAND DUBI PWSS (revised),2518500,2266600,251900,50,4448,29853,5446400
Chandighat Pt.I PWSS,2500000,2137500,237500,461,7247,32938,
CHANDKHANI PWSS,5989800,5390800,599000,370,3135,31220,8237573
CHANDMON CHANGMAI PWSS,4848800,4363900,484900,206,770,32563,
Chandpur (Dolugram) PWSS,833000,712000,79000,126,7035,32815,
Chandpur PWSS,5070000,4335000,482000,295,7347,32579,
CHANDPUR PWSS,6019200,5417300,601900,399,3115,30714,8236694
Chandra No1 PWSS (revised),3800000,3420000,380000,137,5593,31732,
Chandra PWSS (revised),2194500,1975100,219500,129,5519,31611,
Chandrapur P.W.S.Scheme,1200000,1026000,114000,194,1382,32437,
Chandrapur Pt.II P.W.S.Scheme,1400000,1197000,133000,158,1342,31615,
CHANDRAPUR PWSS,2451000,2205900,245100,310,4571,32493,6540151
CHANDRAPUR WSS,3307000,2976000,331000,151,5905,30974,8224271
Changa Hiloi Gaon PWSS,748000,639000,71000,0,11746,31092,30004921
CHANGBANDAH PWSS,917000,784000,87000,114,2351,32165,
CHANGCHOWA TURI LINE PWSS,3398200,3058300,339800,241,528,32913,
Changjurai PWSS,6502000,5559000,618000,171,4917,30307,
CHANGMAI PWSS,800000,684000,76000,120,1600,32114,
CHANGMAI SASONIAL PWSS,3188000,2869300,318800,281,6087,31908,
CHANGSARI PWSS (Revised),1833500,1650200,183400,138,1791,28830,
Channighat -II W.S.S.,3263300,2936900,326300,378,3116,30724,8237627
Channighat Anowarpar PWSS,830000,709700,78900,308,6924,31391,
Channighat PWSS,4260000,3642000,405000,298,6923,32371,
CHAPANALA BOR BAGAN T.E. PWSS,2408800,2167900,240900,54,18345,29392,30037299
CHAPATOLI PWSS,4179100,3761100,417900,251,10,32760,
Chaplai PWSS,2945000,2518000,280000,114,3387,31985,8222042
Charaibahi PWSS,932000,796900,88500,410,2748,23384,8197317
CHARAKURI PWSS,6460000,5814000,646000,506,231,32707,
CHARAL PATHAR PWSS,2705100,2434600,270500,265,5161,31653,6166747
CHARARPAR W/S/S,554000,498000,55000,301,7906,31954,6543434
CHARBAZAR PWSS,4803000,4109100,456600,162,3118,32390,
CHARIDUAR EAST WEST PWSS,6775800,5793300,643700,65,3821,27634,8189158
CHARIDUAR PWSS (Revised),1273200,1088600,121000,40,3669,30796,8178861
CHARIGAON ZONE PWSS,3168000,2708600,301000,608,4344,20788,5435479
Charing Pather,8131000,6952000,772000,220,1799,30241,8185547
CHARING PWSS,473100,425900,47200,239,5975,33080,
CHARINGIA,892000,802800,89200,324,545,28175,
Chasibori PWSS,3161000,2703000,300000,90,3390,31721,8206058
Chatabari No. 2 PWSS (Revised),399000,341200,37900,602,4474,28832,
CHATAIBARI PWSS,2982000,2549600,283300,310,3734,30882,8242549
CHATIANTOLI PWSS,5657300,5091500,565700,319,2171,31301,8219573
Chatilatilla W.S.Scheme,4100000,3506000,390000,262,505,32764,
Chawdang Gaon PWSS,2832900,2549600,283300,71,4786,32282,
Chayani Maniari (Revised),4370000,3933000,437000,203,6177,31326,
Chechajhara PWSS,3212000,2747000,305000,100,3489,32728,8203764
Chekowari PWSS,4759000,4069000,452000,263,3394,32489,8203748
CHENGALI SOLOGURI PWSS,950000,855000,95000,199,5404,33081,
CHENGELIBARI GANDHIA PWSS,7320100,6588100,732000,208,6455,32062,
CHENGELIJAN PWSS,3122700,2810400,312300,45,9026,32210,
CHENGELIPATHER PWSS,683000,615000,68000,202,1153,31958,
Chengurchar PWSS,4151000,3736000,415000,540,9152,30921,
CHERAGIBAZAR W.S.S.,6178800,5560900,617900,568,241,32343,
Cherakani PWSS,3800000,3249000,361000,49,2646,32500,
CHESAPANI PWSS,4542000,4088000,454000,268,328,31269,8159680
CHETIA KOIBORTA PWSS,1349900,1214900,135000,179,1059,32457,
CHIKAJHORA PWSS,2838600,2689200,298800,132,5751,19636,8202723
Chimina PWSS (Revised),285000,256500,28500,250,4476,28834,
CHINANADI PWSS,164000,140000,11600,0,4495,30442,
Chipin Challa PWSS,5222000,4700000,522000,137,3391,31240,8201983
"CHIRAKUTA, CHIRAKUTA NEW",884000,756000,84000,0,660,31631,8134845
CHITABASTI PWSS (Revised Retro),3464000,2961700,329100,0,3824,28892,8185772
CHOIBARI PWSS,1694800,1525000,169000,543,1152,31683,
CHOIBARI PWSS,3653000,3123000,347000,117,496,31713,8156220
CHOLADHORA KHANIKAR WSS,5618000,4803000,534000,50,5325,32368,
Chorapara PWSS,3861000,3301200,366800,0,1110,32340,
Chorkhal PWSS,4200000,3591000,399000,249,4893,32942,
Chotiana Pothar PWSS,855000,769000,85500,133,5183,29584,
CHOTO BASHJANI PWSS ,3696000,3160000,352000,0,667,31455,8134857
Choto Boro Balicherra PWSS,3257000,2931000,326000,272,749,29900,8175451
Choto Langlai PWSS,2069100,1862200,206900,87,6364,31736,8208142
Choto Langpher PWSS,3397200,2904600,322700,69,3930,30998,5655886
Chotogiraigaon PWSS,758000,648000,72000,0,9139,31211,8237726
Chotojalenga Grant W.S.Scheme,4500000,3848000,428000,341,504,32332,
Chotojalenga P.W.S.Scheme,970000,829000,92000,220,740,32769,
Chotojalenga Pt.III P.W.S.Scheme,3300000,2822000,314000,236,739,32768,
Chotomanda Grant P.W.S.Scheme,4600000,3933000,437000,359,860,32145,8155214
Chotosingha PWSS,4500000,3848000,428000,310,7249,32055,
CHOUDHURIPAM PWSS (revised),4006200,3605500,400600,24,228,30694,
CHOWDANG GAON PWSS,3139800,2825800,314000,144,639,32742,
CHOWGURI PWSS,696000,595000,66000,241,9057,33012,
CHOWTAKI PWSS,3546000,3031800,336900,0,6755,31660,
Chungajan Block-4 PWSS,1565600,1409000,156600,155,5153,29593,8221338
Chungajan Majgaon PWSS,952900,857600,95300,203,7298,29605,
Chutiakari WSS,6195000,5297000,589000,0,6062,31938,
Clever House TE P.W.S.Scheme,753000,643800,71500,146,1744,31096,8218409
Composite PWSS for Arsenic Mitigation in Golaghat East & Kakodunga Dev Block.,64846100,58361400,6484600,8177,8066,32706,
D / HASGAHA - IV PWSS,3319000,2838000,315000,10,677,32380,8134484
DA -BARAHI,4592300,4133000,459200,0,114,28027,8176741
Da-Gaon No.1 PWSS,1646400,1481700,164600,242,5137,29607,8223274
Dadara (Revised),3691700,3322000,369000,200,4946,28876,8222158
DAFORPUR PWSS,1040000,890000,98000,532,14306,32690,
DAGAON KATAHI PWSS,1425000,1282500,142500,78,235,28835,8161258
DAHALI PWSS,2850000,2565000,285000,47,238,28837,
DAIPAMPARA PWSS ,6657900,5992800,665700,202,2849,29966,8197281
Dakaidal PWSS,4307000,3682000,409000,206,3523,32614,8205350
DAKCHAPORI PWSS,313000,282000,31000,427,7633,32661,
Dakhin Athiaboi PWSS (revised),2892800,2603500,289300,310,5199,28917,
DAKHIN BHOLAGAON GP(SAGY) (revised),6650000,5985000,665000,3055,7719,31880,
DAKHIN CHARING PWSS,8133000,6954000,772000,246,4244,29364,6516932
Dakhin Chuburi PWSS,320000,273600,30400,14,4099,32252,
Dakhin Debosthan,5641000,4823000,536000,240,1802,29704,8185694
Dakhin Dhariarghat PWSS,7895000,7105000,789000,391,751,30051,8175524
Dakhin Golaghatia Basti,8058000,6890000,766000,180,1773,30284,8173741
Dakhin Hengera,3810400,3429300,381000,415,1010,29461,
Dakhin Jamuhandal PWSS,5412000,4627000,514000,150,4901,30553,
Dakhin Jhanjarbali PWSS ,4780000,4086900,454100,344,7091,31554,
Dakhin Joshnabad II PWSS,1551000,1396000,155000,234,756,33037,
DAKHIN KACHAKHANA PWSS,616000,527000,59000,561,14305,32669,
DAKHIN KALADUBA PWSS,2900000,2479500,275500,298,3088,27231,8194902
DAKHIN KANDURA PWSS,1828000,1563000,174000,302,4349,30216,6516015
Dakhin Krishnapur PWSS,1100000,940500,104500,924,7087,29569,8227868
DAKHIN LASKAR PATHAR PWSS,12329000,10542000,1171000,50,1696,30233,
DAKHIN MAKRA-II PWSS,4247500,3822700,424700,94,5803,29280,8234163
Dakhin Mohanpur Pt.I,4400000,3762000,418000,463,7090,32833,
Dakhin Mohanpur Pt.V PWSS,3909000,3342000,371000,556,7079,31794,
Dakhin Mohanpur Pt.VI PWSS,5600000,4788000,532000,325,4886,31682,
Dakhin Mohonpur P.W.S.Scheme,5600000,4788000,532000,623,1450,31555,
Dakhin Mohonpur Pt.II PWSS,992000,848000,94000,159,2803,31886,6406698
Dakhin Mohonpur Pt.VIII & IX PWSS,4935000,4219000,469000,180,2842,32029,
Dakhin Mohonpur Pt.X W.S.Scheme,4700000,4018500,446500,397,529,30810,8182588
Dakhin Moirabari PWSS,1289000,1102500,122500,227,3073,30699,8230540
DAKHIN RAYPUR PT-I PWSS,703000,633000,70000,115,12728,21415,
DAKHIN SABAJPUR PWSS,5841000,4994000,555000,396,4739,30295,8202756
Dakhin Saidpur PWSS,4500000,3848000,428000,532,7086,32832,
Dakhin Singra PWSS (revised),4010000,3429000,381000,386,5631,30074,8222210
DAKHIN SULIKATA (revised),2242000,2018000,224000,96,297,31208,
Dakuakata PWSS,2810000,2529000,281000,143,3397,31241,
DAKUCHI PWSS (REVISED),257500,231700,25800,120,2951,30017,
DALCHERRA BALICHERRA WSS,3586000,3228000,359000,235,5909,31669,8224273
DALGAON PWSS,939000,803000,89000,41,6705,31050,8225523
Dalgoma PWSS,4121000,3524000,391000,110,3524,31923,8206554
Daliapara PWSS (REVISED),2280000,2052000,228000,162,5579,32123,
DALIBARI NO. 1 PWSS (Revised),1236000,1112400,123600,111,2258,28838,
DALU-I PWSS,3988100,3589300,398800,252,3158,30722,8237746
DALUGANJ PWSS,6792000,6112400,679200,186,3155,29847,8237705
Dalugram Grant PWSS,700000,599000,67000,338,6954,32810,
DAMALSHOS PWSS (revised),2613000,2351000,261000,150,5596,31734,
DAMCHERRA PWSS,4142000,3727800,414200,422,3119,31256,8237804
DAMPUR PWSS,2360000,2018000,224000,607,7336,33020,
DAMPUR PWSS (Revised),1900000,1710000,190000,140,309,28704,8162143
DAMRIBHASA PWSS,3611000,3250000,361000,245,52,31628,8159874
DANGARI PWSS,4257900,3832100,425800,230,2276,32276,8175549
DARANGA PWSS,3700300,3505500,389500,85,5842,19639,8203351
DARBAR  CHAPORI Solar Powered Mini PWSS,790000,675400,75100,11,6809,27667,
DARCHOWKA PWSS,2252000,1925000,214000,275,9046,31676,
DARGARBOND-I PWSS,1095400,985800,109500,797,252,31216,
Dariapara PWSS,710000,607100,67500,20,4177,32642,
DARIARPAR PWSS,4148000,3547000,394000,103,63,31773,8171904
Dariduri PWSS,1101000,941000,105000,240,3392,32623,8203915
DARMIKHAL P/W/S/SCHEME,4850000,4146800,460800,303,4884,31556,
DAS NAGAR PWSS,3726000,3353000,373000,277,3557,29981,8186448
Dasabhuja PWSS,4168000,3563000,396000,81,3526,31661,8205375
DASGRAM-II W.S.S.,6606000,5946000,661000,425,256,33008,
Deb Basti PWSS,3800000,3249000,361000,150,6970,32312,
Debachara PWSS,2020000,1727000,191000,190,3973,32234,
DEBIGARH COLONY-I PWSS,4712000,4240800,471200,627,261,31123,8151740
Debipur PWSS ,830000,710000,79000,387,7071,32309,
DEBORGAON PWSS,3233800,2910400,323400,75,5303,23569,8203336
DEBOTTAR BAPUPARA PWSS,3907000,3517000,390000,230,42,29408,8175232
DEBOTTAR KHOPATI PWSS,1277000,1092000,121000,302,9070,32426,
Debpara W.S.Scheme,300000,257000,29000,301,508,32863,
DEDAOKA PWSS,3963400,3567100,396300,34,3766,32710,
Deepling Pothar WSS,4213000,3602000,400000,344,6998,32291,
Deepling TE,4413000,3773000,419000,0,1164,32460,
DEHAJAN HABI PWSS,1848600,1663800,184900,763,996,32878,
DEKACHANG BAZAR (Revised),1805000,1624500,180500,188,4504,19568,
DEKAPAM PWSS,1421000,1279000,142000,324,7645,30601,8230358
DEKARGAON PWSS (Revised),3262900,2789800,310000,0,3825,28632,8178821
DEKDHOWA PWSS,3732000,3191000,355000,117,2883,32429,1937787
DELEN WATELING PWSS,651000,556600,61800,28,4196,30107,8220810
DENGARBOND W.S.S.,6019200,5417300,601900,392,265,28949,8195728
Deobari WSS,3174900,2857400,317500,200,3121,31219,8234129
DEOCHAR PWSS (REVISED),4676900,4209200,467700,376,2861,29938,
DEODHUTURI PWSS,3276000,2948000,328000,50,64,29599,8160338
DEOPUR PWSS,596000,536000,60000,422,266,28093,8157654
DEORAIL PWSS,5934000,5341200,593500,460,3111,32649,
Deorail-II PWSS,5139500,4625600,514000,351,3112,32650,
DEOSRI-II PWSS,2043500,1839100,204300,198,5539,23571,8221838
DERAMOKAM PWSS,2590000,2331000,259000,131,6209,31302,8221065
Derapathar,3454000,2953000,328000,102,1787,30275,
DERAPATHAR NO 2 NC PWSS,1805000,1544000,171000,284,4351,29586,6520270
Derapathar Zone2,4148000,3547000,394000,70,1796,27679,8215818
DERKURIA PWSS,2543200,2288800,254300,132,532,30952,8155497
DEROITING GRANT PWSS,4527500,4074700,452700,216,665,31974,
DESANG DEROI PWSS,3494100,3144700,349400,351,765,32664,
DEULGURI PWSS,3960000,3386000,376000,202,2931,31698,4887898
DEVITOLA PWSS,835000,714000,79000,207,1520,32963,
DEWAGURI PWSS,654000,559000,62000,130,2556,31590,
DEWAMARI PWSS,7235100,6511600,723500,212,2161,31078,8219570
DEWAN BHARALUWA PWSS,3480000,2975400,330600,185,480,29790,8155901
